TYPE,PRICE,BEDROOMS,BATHROOMS,SQFT,LATITUDE,LONGITUDE,ZIPCODE,BOROUGH,SUBLOCALITY,PROPERTY_TYPE,PROPERTY_TYPE_GROUP
co-op,350000,1,1.0,2184,40.8510315,-73.9416561,10033,manhattan,washington heights,building,residential
condo,780000,3,3.0,1236,40.767546,-73.8314686,11354,queens,queens county,building,residential
co-op,173000,3,1.0,500,40.7172419,-73.8336819,11375,queens,queens,building,residential
house,995000,4,2.0,2200,40.6146934,-74.0996097,10301,staten island,richmond county,building,residential
multi-family home,775000,4,2.0,2184,40.656902,-73.7523889,11413,queens,queens county,building,residential
multi-family home,1290000,5,3.0,2184,40.7404458,-73.9008992,11377,queens,queens county,building,residential
house,575000,3,1.0,1390,40.8069155,-73.8562067,10473,bronx,bronx county,building,residential
co-op,800000,2,1.0,1200,40.6072346,-73.9847935,11223,brooklyn,bensonhurst,building,residential
co-op,750000,1,1.0,2184,40.7477728,-73.9794793,10016,manhattan,murray hill,building,residential
condo,1750000,2,2.0,1320,40.6774843,-74.0147997,11231,brooklyn,brooklyn,building,residential
condo,2295000,3,3.0,1615,40.7641145,-73.9651826,10065,manhattan,upper east side,amenity,other
multi-family home,689900,3,4.0,2448,40.6210192,-74.1602713,10303,staten island,richmond county,building,residential
house,3850000,4,4.0,4374,40.7295332,-73.957726,11222,brooklyn,kings county,building,residential
co-op,250000,3,1.0,2184,40.7593913,-73.9054195,11377,queens,astoria,building,residential
house,845000,4,2.0,2184,40.7108416,-73.7572751,11423,queens,queens county,building,residential
multi-family home,915000,8,3.0,1896,40.8329348,-73.8535075,10462,bronx,bronx county,building,residential
co-op,325000,2,1.0,2184,40.7373584,-73.8574251,11368,queens,corona,amenity,other
townhouse,999000,4,2.0,2184,40.6964448,-73.9283241,11221,brooklyn,bushwick,building,residential
condo,688000,3,2.0,982,40.6403284,-74.0028134,11220,brooklyn,sunset park,building,residential
house,950000,3,2.0,1308,40.8704967,-73.9011805,10468,bronx,bronx county,building,residential
co-op,249000,1,1.0,750,40.7326518,-73.8546547,11374,queens,queens,building,residential
multi-family home,2499000,7,8.0,3700,40.6278319,-74.024872,11209,brooklyn,bay ridge,building,residential
condo,409000,1,1.0,559,40.7523131,-73.8324302,11355,queens,flushing,amenity,other
condo,630000,2,2.0,750,40.7627502,-73.8267096,11354,queens,queens,building,residential
condo,874000,2,2.0,915,40.694352,-73.919978,11221,brooklyn,bushwick,building,residential
condo,4995000,4,4.0,2184,40.774136,-73.96342,10021,manhattan,upper east side,building,residential
multi-family home,5975000,12,4.0,2184,40.6719889,-73.9755419,11215,brooklyn,kings county,building,residential
co-op,975000,1,1.0,2184,40.7933309,-73.9749909,10025,manhattan,upper west side,building,residential
condo,3000000,1,2.0,1600,40.7015519,-73.995867,11201,brooklyn,brooklyn,amenity,other
condo,2400000,1,2.0,1427,40.7613258,-73.9774014,10019,manhattan,midtown west,amenity,other
house,988000,4,4.0,2184,40.7736469,-73.777944,11360,queens,bayside,building,residential
co-op,299999,1,1.0,850,40.7249599,-73.84549,11375,brooklyn,forest hills,building,residential
condo,1080000,1,2.3738608579684373,941,40.685976,-73.9349974,11221,brooklyn,brooklyn,building,residential
house,1175000,3,2.3738608579684373,2184,40.5791234,-73.9613152,11235,brooklyn,kings county,building,residential
co-op,670000,1,1.0,2184,40.7593483,-73.9617192,10022,manhattan,midtown east,building,residential
house,1200000,4,2.0,2173,40.5995725,-74.1264046,10314,staten island,richmond county,building,residential
multi-family home,3299000,5,3.0,2184,40.6923306,-73.9709219,11205,brooklyn,kings county,building,residential
multi-family home,2500000,7,4.0,2660,40.7956068,-73.9338581,10035,manhattan,new york county,building,residential
house,799000,3,2.0,2184,40.6284586,-73.9450168,11210,brooklyn,flatlands,building,residential
house,715000,4,2.0,1866,40.8151628,-73.8462531,10473,bronx,bronx county,building,residential
multi-family home,750000,5,3.0,3327,40.8959505,-73.859572,10466,bronx,bronx county,building,residential
condo,2795000,2,2.0,1372,40.7716812,-73.9815796,10023,manhattan,manhattan,amenity,other
multi-family home,1560000,5,2.0,2184,40.6165009,-73.9885469,11204,brooklyn,bensonhurst,building,residential
co-op,4650000,3,3.0,2184,40.7680852,-73.9572619,10021,manhattan,upper east side,building,residential
multi-family home,1100000,8,3.0,3312,40.8315252,-73.8525427,10462,bronx,bronx county,building,residential
pending,780000,3,2.0,1900,40.7742555,-73.7407295,11363,queens,queens county,building,residential
condo,2850000,3,2.0,1912,40.7102929,-73.9660133,11207,brooklyn,williamsburg,amenity,other
multi-family home,680000,3,2.3738608579684373,2375,40.8902197,-73.8385449,10466,bronx,bronx county,building,residential
co-op,475000,2,1.0,2184,40.7640468,-73.934811,11106,queens,queens,building,residential
multi-family home,2700000,16,8.0,8000,40.7244706,-73.9473969,11222,brooklyn,kings county,building,residential
house,1049000,3,1.0,1683,40.6249039,-74.0253417,11209,brooklyn,bay ridge,building,residential
multi-family home,995000,7,5.0,2184,40.6642913,-73.8554975,11414,queens,queens county,building,residential
co-op,245000,1,1.0,550,40.6339001,-74.0299973,11209,brooklyn,bay ridge,building,residential
condo,695000,2,2.0,1080,40.5754825,-73.9747644,11224,brooklyn,brooklyn,amenity,other
contingent,436000,2,1.0,912,40.5132319,-74.1952211,10309,staten island,richmond county,building,residential
condo,555000,2,1.0,2184,40.7689132,-73.8929233,11370,queens,queens county,building,residential
multi-family home,1250000,11,6.0,2184,40.787484,-73.8520832,11356,queens,queens county,building,residential
multi-family home,928000,3,4.0,1640,40.6527672,-74.0120752,11232,brooklyn,sunset park,building,residential
pending,938000,2,2.0,1700,40.7183478,-73.858704,11374,queens,queens county,building,residential
co-op,199000,1,1.0,550,40.614409,-73.9479665,11210,brooklyn,midwood,building,residential
multi-family home,854000,6,2.0,2184,40.8655935,-73.8916669,10458,bronx,bronx county,building,residential
house,1439000,4,2.0,2184,40.6857744,-73.9493686,11216,brooklyn,kings county,building,residential
co-op,475000,2,1.0,975,40.5989402,-73.9939759,11214,brooklyn,kings county,building,residential
condo,815000,2,2.0,1000,40.5869733,-73.9514755,11235,brooklyn,sheepshead bay,building,residential
condo,474000,2,1.0,750,40.6442712,-73.9986359,11232,brooklyn,borough park,building,residential
co-op,1325000,2,2.0,1250,40.779515,-73.9844714,10023,manhattan,upper west side,building,residential
house,6600000,8,5.0,5110,40.7911493,-73.9463028,10029,manhattan,new york county,building,residential
co-op,590000,2,1.0,800,40.6311681,-73.9610093,11230,brooklyn,brooklyn,building,residential
pending,1238000,3,2.0,1550,40.7561033,-73.7889919,11358,queens,queens county,building,residential
multi-family home,789000,4,2.0,2184,40.6382091,-73.9325492,11203,brooklyn,kings county,building,residential
contingent,699888,3,2.0,1870,40.541476,-74.174618,10312,staten island,richmond county,building,residential
condo,1299000,1,2.0,1066,40.7617181,-73.969764,10022,manhattan,midtown east,building,residential
house,632000,4,2.0,1496,40.5533858,-74.1974018,10312,staten island,richmond county,building,residential
condo,800000,2,1.0,850,40.6813996,-73.9537521,11226,brooklyn,clinton hill,building,residential
condo,725000,1,1.0,696,40.6802147,-73.9567445,11238,brooklyn,brooklyn,building,residential
co-op,625000,2,1.0,2184,40.8025988,-73.9673459,10025,manhattan,upper west side,building,residential
multi-family home,1090000,5,3.0,2184,40.7110433,-73.9060792,11385,queens,queens county,building,residential
multi-family home,1348000,6,3.0,2184,40.7535493,-73.8547131,11368,queens,corona,building,residential
co-op,2975000,3,2.0,2184,40.7733572,-73.961686,10021,manhattan,upper east side,building,residential
co-op,280000,1,1.0,2184,40.7533266,-73.8265256,11355,queens,flushing,building,residential
co-op,259000,1,1.0,2184,40.7365072,-73.8733466,11373,queens,elmhurst,building,residential
multi-family home,4800000,5,6.0,2184,40.6912637,-73.9696573,11205,brooklyn,clinton hill,building,residential
co-op,398000,3,1.0,1000,40.7756728,-73.827111,11354,queens,flushing,building,residential
co-op,329000,2,1.0,850,40.8223617,-73.8072499,10465,bronx,throgs neck,building,residential
multi-family home,1325000,9,3.0,2184,40.6817405,-73.8676128,11208,brooklyn,kings county,building,residential
house,968000,3,2.0,2845,40.588988,-74.1530581,10314,staten island,richmond county,building,residential
pending,2750000,3,4.0,2900,40.7656355,-73.9795713,10019,manhattan,midtown west,amenity,other
condo,498000,1,1.0,785,40.7275115,-73.86069,11374,queens,queens,building,residential
townhouse,1675000,5,2.0,2100,40.6957069,-73.9344472,11221,brooklyn,kings county,building,residential
co-op,280000,1,1.0,850,40.5895139,-73.9497416,11235,brooklyn,sheepshead bay,building,residential
house,849000,4,2.0,2184,40.6793288,-73.8192101,11420,queens,queens county,building,residential
co-op,229000,1,1.0,2184,40.7763731,-73.9073075,11105,queens,queens,building,residential
land,1002500,3,2.3738608579684373,2184,40.892224,-73.9127628,10471,bronx,riverdale,building,residential
condo,385000,2,1.0,919,40.6543591,-73.8837899,11207,brooklyn,east new york,building,residential
multi-family home,1799000,7,2.0,4140,40.8451935,-73.9036716,10457,bronx,bronx county,building,residential
condo,585000,3,2.3738608579684373,2184,40.7453084,-73.9445819,11101,queens,queens county,building,residential
pending,1688000,4,3.0,2880,40.7897224,-73.8045254,11357,queens,queens county,building,residential
co-op,179000,1,1.0,600,40.6387293,-73.9490472,11226,brooklyn,brooklyn,building,residential
townhouse,615000,3,2.3738608579684373,1664,40.872068,-73.8605942,10469,bronx,bronx county,building,residential
co-op,323000,1,1.0,800,40.5911414,-73.9676771,11223,brooklyn,gravesend,building,residential
land,675000,3,2.3738608579684373,2184,40.5802632,-73.9638613,11235,brooklyn,brighton beach,building,residential
condo,1500000,2,2.0,1334,40.8084181,-73.9433027,10027,manhattan,harlem,building,residential
co-op,425000,3,1.0,2184,40.7631119,-73.9668867,10065,manhattan,upper east side,amenity,other
condo,649000,3,2.0,1770,40.5838274,-73.8243138,11694,queens,queens,building,residential
pending,1295000,2,2.0,2000,40.7450475,-73.9923569,10001,manhattan,chelsea,amenity,other
pending,1775000,2,2.0,2184,40.6965907,-73.9926789,11201,brooklyn,brooklyn,building,residential
co-op,265000,2,1.0,900,40.5920038,-73.9410354,11235,brooklyn,sheepshead bay,building,residential
pending,769000,2,2.0,2184,40.7339071,-73.8535727,11375,queens,queens county,building,residential
multi-family home,1350000,9,3.0,3318,40.8262094,-73.9164423,10451,bronx,bronx county,building,residential
multi-family home,797777,4,2.0,2184,40.6764388,-73.8008604,11436,queens,queens county,building,residential
pending,4650000,6,2.3738608579684373,4734,40.6875443,-73.9701737,11238,brooklyn,kings county,building,residential
pending,680000,4,2.0,1536,40.6729488,-73.8425151,11417,queens,queens county,building,residential
house,749000,3,2.0,1400,40.6306818,-73.9325033,11234,brooklyn,flatlands,building,residential
co-op,398000,3,1.0,900,40.617177,-73.986447,11204,brooklyn,bensonhurst,building,residential
condo,680000,2,2.0,847,40.7367106,-73.8722089,11373,queens,elmhurst,building,residential
co-op,499000,2,1.0,2184,40.7537299,-73.88503,11372,queens,jackson heights,building,residential
townhouse,2250000,4,2.0,1360,40.6568189,-73.9795706,11218,brooklyn,kings county,building,residential
pending,550000,3,2.0,1520,40.5878221,-74.097086,10305,staten island,richmond county,building,residential
townhouse,4995000,6,2.3738608579684373,7868,40.7320958,-73.9837146,10003,manhattan,new york county,building,residential
townhouse,1500000,14,7.0,6375,40.8426571,-73.8884167,11235,bronx,bronx county,building,residential
co-op,999000,1,1.0,2184,40.6698886,-73.9726587,11215,brooklyn,brooklyn,building,residential
condo,799000,2,2.0,868,40.7696789,-73.772159,11361,queens,bayside,building,residential
condo,699000,1,1.0,2184,40.7441863,-73.9037635,11377,queens,flushing,building,residential
townhouse,2850000,4,2.3738608579684373,1725,40.6622005,-73.9869853,11215,brooklyn,kings county,building,residential
townhouse,1100000,9,3.0,3944,40.8473585,-73.9057344,10457,bronx,bronx county,building,residential
pending,599000,3,3.0,1392,40.5556599,-74.1550879,10308,staten island,richmond county,building,residential
multi-family home,1049000,6,2.0,2184,40.7124648,-73.8767192,11379,queens,queens county,building,residential
condo,4250000,2,2.0,1778,40.7537586,-74.003221,10001,manhattan,chelsea,amenity,other
condo,1695000,2,2.0,1035,40.7163702,-73.9515728,11211,brooklyn,williamsburg,building,residential
condo,610000,3,2.3738608579684373,923,40.6863077,-73.9709274,11238,brooklyn,brooklyn,building,residential
multi-family home,2299000,8,5.0,2700,40.7556144,-73.777277,11361,queens,bayside,building,residential
house,1350000,3,2.3738608579684373,2184,40.7970316,-73.9395297,10029,manhattan,new york county,building,residential
co-op,2395000,4,4.0,3600,40.7491926,-73.9695417,10017,manhattan,midtown east,amenity,other
house,3750000,13,8.0,2184,40.7618536,-73.9187072,11103,queens,astoria,building,residential
condo,1080000,2,2.0,1545,40.7841243,-73.8569018,11356,queens,queens,building,residential
pending,450000,2,1.0,2184,40.709819,-73.957902,11211,brooklyn,williamsburg,building,residential
co-op,279000,2,1.0,2184,40.7063799,-73.79996,11432,queens,queens,amenity,other
house,1390000,3,2.0,1276,40.8807227,-73.8993457,10463,bronx,bronx county,building,residential
multi-family home,1150000,6,3.0,2400,40.6309272,-73.9303563,11234,brooklyn,flatlands,building,residential
condo,650000,2,2.0,1013,40.8870567,-73.908722,10463,bronx,the bronx,building,residential
house,599999,3,2.0,1340,40.6677486,-73.9134481,11212,brooklyn,kings county,building,residential
co-op,395000,2,1.0,950,40.909252,-73.905421,10471,bronx,the bronx,building,residential
condo,549000,2,2.0,1113,40.6687898,-73.8494942,11414,queens,queens,building,residential
condo,479000,1,2.0,1096,40.6874842,-73.8754674,11208,brooklyn,brooklyn,building,residential
condo,1899000,3,2.0,1757,40.5769367,-73.9570143,11235,brooklyn,brooklyn,building,residential
co-op,1999000,3,3.0,1950,40.7851745,-73.9538945,10128,manhattan,upper east side,building,residential
house,1588000,5,2.3738608579684373,2580,40.6122575,-74.0082788,11228,brooklyn,kings county,building,residential
townhouse,3200000,7,4.0,2976,40.6861131,-73.9882714,11201,brooklyn,kings county,building,residential
co-op,1999000,2,2.0,2184,40.7776874,-73.9585526,10028,manhattan,upper east side,building,residential
house,1488000,3,2.0,2886,40.5792773,-74.1211285,10306,staten island,richmond county,building,residential
multi-family home,1108900,6,2.0,2664,40.63089,-74.018305,11209,brooklyn,bay ridge,building,residential
multi-family home,3200000,3,4.0,3040,40.6817403,-73.9916448,11231,brooklyn,kings county,building,residential
house,650000,3,2.0,1110,40.6057728,-74.0906176,10304,staten island,richmond county,building,residential
townhouse,2050000,12,8.0,8049,40.6743116,-73.9522812,11216,brooklyn,kings county,building,residential
house,1250000,5,4.0,2755,40.5923372,-74.0687941,10305,staten island,richmond county,building,residential
